fecha,cuenta,concepto,rfc,cargo,abono,saldo
2026-04-27,5200,Mantenimiento,YZA230724YZ0,25269.94,0.00,11983047.22
2026-04-28,5400,Arrendamiento,MNO150316MN6,21652.14,0.00,12004699.36
2026-04-28,5300,Logística y transporte,VWX210622VW9,8684.10,0.00,12013383.46
2026-04-29,5300,Logística y transporte,BCD250826BC1,40435.89,0.00,12053819.35
2026-04-29,5500,Publicidad,HIJ311132HI4,25424.71,0.00,12079244.06
2026-04-29,5500,Publicidad,QRS070809QR7,31569.45,0.00,12110813.51
2026-04-29,5100,Servicios profesionales,WXY130214WX9,40798.24,0.00,12151611.75
2026-04-30,5400,Arrendamiento,EFG070809EF3,47649.43,0.00,12199261.18
2026-05-01,5000,Compra de insumos,BMX010203AB1,7588.55,0.00,12206849.73
2026-05-01,5300,Logística y transporte,JKL130214JK5,63839.73,0.00,12270689.46
2026-05-02,5600,Servicios tecnológicos,DEF270928DE2,37322.77,0.00,12308012.23
2026-05-02,5400,Arrendamiento,DEF270928DE2,64410.28,0.00,12372422.51
2026-05-03,5200,Mantenimiento,EFG070809EF3,70113.05,0.00,12442535.56
2026-05-03,5200,Mantenimiento,FGH291030FG3,70178.62,0.00,12512714.18
2026-05-03,5100,Servicios profesionales,HIJ311132HI4,4581.02,0.00,12517295.20
2026-05-03,5000,Compra de insumos,ZAB150316ZA0,71065.33,0.00,12588360.53
2026-05-04,5100,Servicios de consultoría,AAA120730823,48750.00,0.00,12637110.53
2026-05-04,5300,Logística y transporte,FGH291030FG3,10891.58,0.00,12648002.11
2026-05-04,5600,Servicios tecnológicos,MNO150316MN6,20681.43,0.00,12668683.54
2026-05-06,5100,Servicios de consultoría,AAA120730823,51200.00,0.00,12719883.54
2026-05-06,5600,Servicios tecnológicos,STU190520ST8,20412.22,0.00,12740295.76
2026-05-06,5400,Arrendamiento,ZAB150316ZA0,7873.63,0.00,12748169.39
2026-05-08,5100,Servicios de consultoría,AAA120730823,49900.00,0.00,12798069.39
2026-05-08,5300,Logística y transporte,DEF270928DE2,62766.60,0.00,12860835.99
2026-05-08,5600,Servicios tecnológicos,MNO150316MN6,56411.04,0.00,12917247.03
2026-05-08,5500,Publicidad,QRS070809QR7,4849.34,0.00,12922096.37
2026-05-10,5100,Servicios de consultoría,AAA120730823,50500.00,0.00,12972596.37
2026-05-10,4100,Cobro de cliente,CDE040506CD2,0.00,51267.45,12921328.92
2026-05-10,5300,Logística y transporte,DEF270928DE2,7497.18,0.00,12928826.10
2026-05-10,5100,Servicios profesionales,GHI101112GH4,34904.42,0.00,12963730.52
2026-05-12,5100,Servicios de consultoría,AAA120730823,47600.00,0.00,13011330.52
2026-05-12,5400,Arrendamiento,CDE040506CD2,13020.85,0.00,13024351.37
2026-05-12,5400,Arrendamiento,MNO150316MN6,11478.08,0.00,13035829.45
2026-05-12,5000,Compra de insumos,MNO150316MN6,14451.02,0.00,13050280.47
2026-05-13,5200,Mantenimiento,HIJ311132HI4,31620.72,0.00,13081901.19
2026-05-13,5100,Servicios profesionales,JKL130214JK5,70515.60,0.00,13152416.79
2026-05-13,5200,Mantenimiento,NOP040506NO6,69535.64,0.00,13221952.43
2026-05-14,5100,Servicios de consultoría,AAA120730823,52300.00,0.00,13274252.43
2026-05-14,5600,Servicios tecnológicos,DEF270928DE2,17978.97,0.00,13292231.40
2026-05-15,4100,Cobro de cliente,NOP040506NO6,0.00,8645.15,13283586.25
2026-05-15,5100,Servicios profesionales,WXY130214WX9,67164.51,0.00,13350750.76
2026-05-16,5100,Servicios de consultoría,AAA120730823,49400.00,0.00,13400150.76
2026-05-16,5000,Compra de insumos,KLM010203KL5,74742.18,0.00,13474892.94
2026-05-17,5400,Arrendamiento,EFG070809EF3,4997.30,0.00,13479890.24
2026-05-17,5500,Publicidad,FGH291030FG3,65307.25,0.00,13545197.49
2026-05-17,4100,Cobro de cliente,NOP040506NO6,0.00,8589.28,13536608.21
2026-05-17,5600,Servicios tecnológicos,ZAB150316ZA0,31369.72,0.00,13567977.93
2026-05-19,5400,Arrendamiento,BMX010203AB1,69932.70,0.00,13637910.63
2026-05-19,5600,Servicios tecnológicos,QRS070809QR7,48530.09,0.00,13686440.72
2026-05-20,5600,Servicios tecnológicos,BMX010203AB1,25374.63,0.00,13711815.35
2026-05-21,5500,Publicidad,CDE040506CD2,46399.25,0.00,13758214.60
2026-05-21,5300,Logística y transporte,GHI101112GH4,25167.95,0.00,13783382.55
2026-05-21,5400,Arrendamiento,KLM010203KL5,14589.73,0.00,13797972.28
2026-05-21,5100,Servicios profesionales,PQR170418PQ7,8898.40,0.00,13806870.68
2026-05-21,5600,Servicios tecnológicos,QRS070809QR7,68347.36,0.00,13875218.04
2026-05-23,5200,Mantenimiento,JKL130214JK5,42689.23,0.00,13917907.27
2026-05-23,5500,Publicidad,PQR170418PQ7,14584.27,0.00,13932491.54
2026-05-24,5200,Mantenimiento,GHI101112GH4,61616.26,0.00,13994107.80
2026-05-24,5300,Logística y transporte,JKL130214JK5,9845.67,0.00,14003953.47
2026-05-25,5100,Servicios profesionales,JKL130214JK5,32235.68,0.00,14036189.15
2026-05-25,5200,Mantenimiento,QRS070809QR7,33246.41,0.00,14069435.56
2026-05-25,5000,Compra de insumos,STU190520ST8,49020.48,0.00,14118456.04
2026-05-25,5500,Publicidad,VWX210622VW9,7614.59,0.00,14126070.63
2026-05-26,5100,Servicios profesionales,PQR170418PQ7,46295.46,0.00,14172366.09
2026-05-26,5000,Compra de insumos,WXY130214WX9,9471.96,0.00,14181838.05
2026-05-27,5500,Publicidad,BCD250826BC1,4711.39,0.00,14186549.44
2026-05-27,5100,Servicios profesionales,JKL130214JK5,16253.18,0.00,14202802.62
2026-05-28,5100,Servicios profesionales,DEF270928DE2,64388.38,0.00,14267191.00
2026-05-28,5400,Arrendamiento,TUV101112TU8,73781.99,0.00,14340972.99
2026-05-28,5400,Arrendamiento,YZA230724YZ0,23235.61,0.00,14364208.60
2026-05-29,5300,Logística y transporte,EFG070809EF3,81667.66,0.00,14445876.26
2026-05-29,5500,Publicidad,WXY130214WX9,74247.26,0.00,14520123.52
2026-05-30,5100,Servicios profesionales,CDE040506CD2,50514.47,0.00,14570637.99
2026-05-30,5400,Arrendamiento,MNO150316MN6,11399.93,0.00,14582037.92
2026-05-31,5300,Logística y transporte,DEF270928DE2,67453.82,0.00,14649491.74
2026-05-31,5400,Arrendamiento,STU190520ST8,67904.32,0.00,14717396.06
2026-05-31,5000,Compra de insumos,VWX210622VW9,48531.59,0.00,14765927.65
2026-05-31,5300,Logística y transporte,ZAB150316ZA0,33136.51,0.00,14799064.16
2026-06-01,4100,Cobro de cliente,WXY130214WX9,0.00,25747.04,14773317.12
2026-06-02,5000,Compra de insumos,CDE040506CD2,78082.04,0.00,14851399.16
2026-06-02,5200,Mantenimiento,NOP040506NO6,61173.93,0.00,14912573.09
2026-06-03,4100,Cobro de cliente,EFG070809EF3,0.00,26640.17,14885932.92
2026-06-03,5400,Arrendamiento,PQR170418PQ7,50539.15,0.00,14936472.07
2026-06-03,5400,Arrendamiento,TUV101112TU8,23623.39,0.00,14960095.46
2026-06-04,5100,Servicios profesionales,CDE040506CD2,27650.74,0.00,14987746.20
2026-06-04,5600,Servicios tecnológicos,FGH291030FG3,34051.72,0.00,15021797.92
2026-06-04,5100,Servicios profesionales,KLM010203KL5,21709.42,0.00,15043507.34
2026-06-04,5400,Arrendamiento,KLM010203KL5,41226.72,0.00,15084734.06
2026-06-05,4100,Cobro de cliente,MNO150316MN6,0.00,43956.97,15040777.09
2026-06-05,5400,Arrendamiento,WXY130214WX9,18966.77,0.00,15059743.86
2026-06-06,4100,Cobro de cliente,WXY130214WX9,0.00,42815.94,15016927.92
2026-06-07,5500,Publicidad,BCD250826BC1,63572.55,0.00,15080500.47
2026-06-07,4100,Cobro de cliente,BMX010203AB1,0.00,67784.52,15012715.95
2026-06-07,5400,Arrendamiento,FGH291030FG3,23043.42,0.00,15035759.37
2026-06-07,5400,Arrendamiento,GHI101112GH4,24809.28,0.00,15060568.65
2026-06-07,5400,Arrendamiento,GHI101112GH4,63389.56,0.00,15123958.21
2026-06-10,4100,Cobro de cliente,DEF270928DE2,0.00,52640.79,15071317.42
2026-06-10,4100,Cobro de cliente,EFG070809EF3,0.00,25347.99,15045969.43
2026-06-11,4100,Cobro de cliente,CDE040506CD2,0.00,30388.65,15015580.78
2026-06-11,4100,Cobro de cliente,HIJ311132HI4,0.00,48835.20,14966745.58
2026-06-12,4100,Cobro de cliente,CDE040506CD2,0.00,94801.06,14871944.52
2026-06-12,5000,Compra de insumos,DEF270928DE2,26887.57,0.00,14898832.09
2026-06-12,5100,Servicios profesionales,EFG070809EF3,7701.17,0.00,14906533.26
2026-06-12,5300,Logística y transporte,PQR170418PQ7,55786.50,0.00,14962319.76
2026-06-13,5200,Mantenimiento,BCD250826BC1,73586.30,0.00,15035906.06
2026-06-13,5600,Servicios tecnológicos,CDE040506CD2,6759.48,0.00,15042665.54
2026-06-13,5600,Servicios tecnológicos,FGH291030FG3,51360.70,0.00,15094026.24
2026-06-13,5100,Servicios profesionales,STU190520ST8,45846.20,0.00,15139872.44
2026-06-13,5200,Mantenimiento,ZAB150316ZA0,50415.79,0.00,15190288.23
2026-06-14,5200,Mantenimiento,GHI101112GH4,62231.62,0.00,15252519.85
2026-06-14,5000,Compra de insumos,MNO150316MN6,70934.38,0.00,15323454.23
2026-06-14,5000,Compra de insumos,NOP040506NO6,17983.18,0.00,15341437.41
2026-06-15,5100,Servicios profesionales,MNO150316MN6,28763.18,0.00,15370200.59
2026-06-15,5300,Servicio de transporte especial,TUV101112TU8,64750.00,0.00,15434950.59
2026-06-15,5300,Servicio de transporte especial,TUV101112TU8,64750.00,0.00,15499700.59
2026-06-16,5500,Publicidad,FGH291030FG3,51167.91,0.00,15550868.50
2026-06-16,5500,Publicidad,HIJ311132HI4,29023.84,0.00,15579892.34
2026-06-16,5300,Logística y transporte,KLM010203KL5,75736.01,0.00,15655628.35
2026-06-16,5000,Compra de insumos,NOP040506NO6,27462.38,0.00,15683090.73
2026-06-16,5200,Mantenimiento,WXY130214WX9,13251.73,0.00,15696342.46
2026-06-17,5100,Servicios profesionales,BCD250826BC1,66087.27,0.00,15762429.73
2026-06-17,5400,Arrendamiento,JKL130214JK5,9902.97,0.00,15772332.70
2026-06-17,5100,Servicios profesionales,VWX210622VW9,19202.91,0.00,15791535.61
2026-06-18,5300,Logística y transporte,DEF270928DE2,60540.04,0.00,15852075.65
2026-06-18,5500,Publicidad,GHI101112GH4,21743.24,0.00,15873818.89
2026-06-18,4100,Cobro de cliente,STU190520ST8,0.00,62629.77,15811189.12
2026-06-18,5000,Compra de insumos,WXY130214WX9,41989.31,0.00,15853178.43
2026-06-18,5600,Servicios tecnológicos,YZA230724YZ0,64030.09,0.00,15917208.52
2026-06-19,5200,Mantenimiento,CDE040506CD2,75315.62,0.00,15992524.14
2026-06-19,5500,Publicidad,DEF270928DE2,38494.46,0.00,16031018.60
2026-06-19,5100,Servicios profesionales,GHI101112GH4,52801.95,0.00,16083820.55
2026-06-20,5300,Logística y transporte,BCD250826BC1,54727.22,0.00,16138547.77
2026-06-20,5500,Publicidad,KLM010203KL5,76369.52,0.00,16214917.29
2026-06-20,5600,Servicios tecnológicos,MNO150316MN6,45655.75,0.00,16260573.04
2026-06-20,5400,Arrendamiento,MNO150316MN6,50045.60,0.00,16310618.64
2026-06-20,4100,Cobro de cliente,WXY130214WX9,0.00,41218.53,16269400.11
2026-06-21,5100,Servicios profesionales,BMX010203AB1,81294.97,0.00,16350695.08
2026-06-22,4100,Cobro de cliente,HIJ311132HI4,0.00,11003.80,16339691.28
2026-06-22,5200,Mantenimiento,PQR170418PQ7,7925.91,0.00,16347617.19
2026-06-22,5400,Arrendamiento,PQR170418PQ7,56751.93,0.00,16404369.12
2026-06-22,5000,Compra de insumos,QRS070809QR7,51060.48,0.00,16455429.60
2026-06-22,5200,Mantenimiento,WXY130214WX9,22804.76,0.00,16478234.36
2026-06-23,5200,Mantenimiento,GHI101112GH4,80993.54,0.00,16559227.90
2026-06-23,5500,Publicidad,KLM010203KL5,10350.17,0.00,16569578.07
2026-06-24,5000,Compra de insumos,BMX010203AB1,60745.75,0.00,16630323.82
2026-06-24,5200,Mantenimiento,YZA230724YZ0,32660.22,0.00,16662984.04
2026-06-25,4100,Cobro de cliente,NOP040506NO6,0.00,17416.71,16645567.33
2026-06-28,4100,Cobro de cliente,BMX010203AB1,0.00,60970.69,16584596.64
2026-06-29,5200,Mantenimiento,TUV101112TU8,81547.03,0.00,16666143.67
2026-06-30,5400,Arrendamiento,BMX010203AB1,9278.32,0.00,16675421.99
2026-06-30,5400,Arrendamiento,GHI101112GH4,74077.69,0.00,16749499.68
2026-06-30,5000,Compra de insumos,MNO150316MN6,20421.34,0.00,16769921.02
2026-06-30,5400,Arrendamiento,NOP040506NO6,62055.54,0.00,16831976.56
2026-07-01,5500,Publicidad,KLM010203KL5,34075.70,0.00,16866052.26
2026-07-02,5000,Compra de insumos,BMX010203AB1,29458.16,0.00,16895510.42
2026-07-02,4100,Cobro de cliente,JKL130214JK5,0.00,75958.43,16819551.99
2026-07-03,5600,Implementación extraordinaria de plataforma,CCC010101CCC,890000.00,0.00,17709551.99
2026-07-03,5400,Arrendamiento,DEF270928DE2,63886.80,0.00,17773438.79
2026-07-03,4100,Cobro de cliente,STU190520ST8,0.00,90665.17,17682773.62
2026-07-04,5200,Mantenimiento,BMX010203AB1,6661.12,0.00,17689434.74
2026-07-05,5100,Servicios profesionales,EFG070809EF3,40497.31,0.00,17729932.05
2026-07-05,4100,Cobro de cliente,GHI101112GH4,0.00,88127.14,17641804.91
2026-07-05,5400,Arrendamiento,NOP040506NO6,45989.93,0.00,17687794.84
2026-07-05,5200,Mantenimiento,NOP040506NO6,68279.09,0.00,17756073.93
2026-07-05,5200,Mantenimiento,NOP040506NO6,78077.83,0.00,17834151.76
2026-07-05,5000,Compra de insumos,QRS070809QR7,75222.85,0.00,17909374.61
2026-07-06,5300,Logística y transporte,KLM010203KL5,35004.15,0.00,17944378.76
2026-07-06,5300,Logística y transporte,TUV101112TU8,32362.42,0.00,17976741.18
2026-07-06,5000,Compra de insumos,WXY130214WX9,38705.33,0.00,18015446.51
2026-07-06,5000,Compra de insumos,YZA230724YZ0,32304.82,0.00,18047751.33
2026-07-07,5400,Arrendamiento,VWX210622VW9,38437.77,0.00,18086189.10
2026-07-08,5100,Servicios profesionales,GHI101112GH4,20273.60,0.00,18106462.70
2026-07-09,4100,Cobro de cliente,HIJ311132HI4,0.00,44403.27,18062059.43
2026-07-09,5500,Publicidad,JKL130214JK5,76139.69,0.00,18138199.12
2026-07-09,5000,Compra de insumos,MNO150316MN6,30264.57,0.00,18168463.69
2026-07-09,5500,Publicidad,STU190520ST8,71726.11,0.00,18240189.80
2026-07-09,5300,Logística y transporte,ZAB150316ZA0,6574.42,0.00,18246764.22
2026-07-10,5500,Publicidad,BCD250826BC1,5630.42,0.00,18252394.64
2026-07-10,5300,Logística y transporte,EFG070809EF3,26255.12,0.00,18278649.76
2026-07-10,5100,Servicios profesionales,WXY130214WX9,16254.81,0.00,18294904.57
2026-07-10,5000,Compra de insumos,YZA230724YZ0,26063.06,0.00,18320967.63
2026-07-11,5200,Mantenimiento,QRS070809QR7,38637.38,0.00,18359605.01
2026-07-11,5100,Servicios profesionales,WXY130214WX9,37505.29,0.00,18397110.30
2026-07-12,4100,Cobro de cliente,BMX010203AB1,0.00,36680.49,18360429.81
2026-07-12,5400,Arrendamiento,MNO150316MN6,24871.80,0.00,18385301.61
2026-07-12,5600,Servicios tecnológicos,WXY130214WX9,62960.08,0.00,18448261.69
2026-07-12,5100,Servicios profesionales,WXY130214WX9,72071.71,0.00,18520333.40
2026-07-13,5500,Publicidad,GHI101112GH4,30218.60,0.00,18550552.00
2026-07-13,5400,Arrendamiento,TUV101112TU8,25310.84,0.00,18575862.84
2026-07-14,4100,Cobro de cliente,DEF270928DE2,0.00,73700.67,18502162.17
2026-07-15,5600,Servicios tecnológicos,HIJ311132HI4,5725.78,0.00,18507887.95
2026-07-15,5300,Logística y transporte,HIJ311132HI4,6842.36,0.00,18514730.31
2026-07-15,5600,Servicios tecnológicos,KLM010203KL5,62081.88,0.00,18576812.19
2026-07-15,5100,Servicios profesionales,STU190520ST8,81700.33,0.00,18658512.52
2026-07-16,5000,Compra de insumos,VWX210622VW9,65933.26,0.00,18724445.78
2026-07-17,5000,Compra de insumos,FGH291030FG3,73758.20,0.00,18798203.98
2026-07-17,5200,Mantenimiento,HIJ311132HI4,43020.16,0.00,18841224.14
2026-07-17,5100,Servicios profesionales,NOP040506NO6,74693.20,0.00,18915917.34
2026-07-17,5300,Logística y transporte,VWX210622VW9,47774.61,0.00,18963691.95
2026-07-18,5100,Servicios profesionales,PQR170418PQ7,56818.85,0.00,19020510.80
2026-07-19,5600,Servicios tecnológicos,BMX010203AB1,35162.06,0.00,19055672.86
2026-07-19,5300,Logística y transporte,GHI101112GH4,26558.38,0.00,19082231.24
2026-07-19,5400,Arrendamiento,PQR170418PQ7,51232.54,0.00,19133463.78
2026-07-19,5500,Publicidad,WXY130214WX9,67663.13,0.00,19201126.91
2026-07-20,5300,Logística y transporte,DEF270928DE2,43916.00,0.00,19245042.91
2026-07-20,5500,Publicidad,FGH291030FG3,25766.87,0.00,19270809.78
2026-07-20,5200,Mantenimiento,WXY130214WX9,42280.78,0.00,19313090.56
2026-07-21,5300,Logística y transporte,HIJ311132HI4,8356.60,0.00,19321447.16
2026-07-22,5100,Servicios profesionales,CDE040506CD2,19789.15,0.00,19341236.31
2026-07-22,5000,Compra de insumos,QRS070809QR7,46119.11,0.00,19387355.42
2026-07-22,5000,Compra de insumos,VWX210622VW9,38576.28,0.00,19425931.70
2026-07-22,5300,Logística y transporte,WXY130214WX9,43437.73,0.00,19469369.43
2026-07-22,5300,Logística y transporte,YZA230724YZ0,77789.60,0.00,19547159.03
2026-07-23,5600,Servicios tecnológicos,GHI101112GH4,56798.21,0.00,19603957.24
2026-07-23,4100,Cobro de cliente,QRS070809QR7,0.00,16571.41,19587385.83
2026-07-23,5500,Publicidad,STU190520ST8,59143.83,0.00,19646529.66
2026-07-24,5600,Servicios tecnológicos,BMX010203AB1,36553.06,0.00,19683082.72
2026-07-24,5000,Compra de insumos,HIJ311132HI4,70296.67,0.00,19753379.39
2026-07-24,5100,Servicios profesionales,KLM010203KL5,49831.71,0.00,19803211.10
2026-07-25,4100,Cobro de cliente,BCD250826BC1,0.00,48017.42,19755193.68
2026-07-25,5400,Arrendamiento,JKL130214JK5,49092.66,0.00,19804286.34
2026-07-25,5500,Publicidad,NOP040506NO6,11253.39,0.00,19815539.73
2026-07-25,5600,Servicios tecnológicos,VWX210622VW9,39789.06,0.00,19855328.79
2026-07-25,5300,Logística y transporte,YZA230724YZ0,52046.37,0.00,19907375.16
2026-07-26,4100,Cobro de cliente,KLM010203KL5,0.00,32659.35,19874715.81
2026-07-27,5100,Servicios profesionales,DEF270928DE2,43092.92,0.00,19917808.73
2026-07-27,5300,Logística y transporte,JKL130214JK5,47479.10,0.00,19965287.83
2026-07-27,5100,Servicios profesionales,ZAB150316ZA0,53111.66,0.00,20018399.49
2026-07-28,4100,Cobro de cliente,CDE040506CD2,0.00,47343.85,19971055.64
2026-07-28,5100,Servicios profesionales,MNO150316MN6,70044.32,0.00,20041099.96
2026-07-28,5400,Arrendamiento,NOP040506NO6,14555.19,0.00,20055655.15
2026-07-29,5600,Servicios tecnológicos,ZAB150316ZA0,40163.39,0.00,20095818.54
2026-07-30,5600,Servicios tecnológicos,GHI101112GH4,9240.68,0.00,20105059.22
2026-07-30,5000,Compra de insumos,JKL130214JK5,66469.89,0.00,20171529.11
2026-07-30,5400,Arrendamiento,STU190520ST8,81924.94,0.00,20253454.05
2026-07-31,4100,Cobro de cliente,CDE040506CD2,0.00,85876.97,20167577.08
2026-07-31,4100,Cobro de cliente,EFG070809EF3,0.00,21421.93,20146155.15
2026-07-31,5000,Compra de insumos,FGH291030FG3,38939.97,0.00,20185095.12
2026-07-31,5600,Servicios tecnológicos,JKL130214JK5,63044.08,0.00,20248139.20
2026-07-31,5300,Logística y transporte,PQR170418PQ7,30368.68,0.00,20278507.88
2026-08-01,5300,Logística y transporte,JKL130214JK5,68438.68,0.00,20346946.56
2026-08-02,5100,Servicios profesionales,BCD250826BC1,58181.28,0.00,20405127.84
2026-08-02,5200,Mantenimiento,PQR170418PQ7,73469.47,0.00,20478597.31
2026-08-03,5000,Compra de insumos,JKL130214JK5,27816.02,0.00,20506413.33
2026-08-03,5200,Mantenimiento,TUV101112TU8,52098.48,0.00,20558511.81
2026-08-03,5100,Servicios profesionales,YZA230724YZ0,70133.68,0.00,20628645.49
2026-08-05,5300,Logística y transporte,DEF270928DE2,17901.34,0.00,20646546.83
2026-08-05,5600,Servicios tecnológicos,DEF270928DE2,64085.73,0.00,20710632.56
2026-08-05,5100,Servicios profesionales,NOP040506NO6,25095.06,0.00,20735727.62
2026-08-05,5300,Logística y transporte,YZA230724YZ0,37326.40,0.00,20773054.02
2026-08-06,5400,Arrendamiento,EFG070809EF3,5133.57,0.00,20778187.59
2026-08-06,5100,Servicios profesionales,KLM010203KL5,40227.91,0.00,20818415.50
2026-08-06,5300,Logística y transporte,MNO150316MN6,77984.36,0.00,20896399.86
2026-08-07,5500,Publicidad,EFG070809EF3,15894.13,0.00,20912293.99
2026-08-08,5300,Logística y transporte,TUV101112TU8,57531.46,0.00,20969825.45
2026-08-09,5200,Mantenimiento,GHI101112GH4,23634.07,0.00,20993459.52
2026-08-09,4100,Cobro de cliente,QRS070809QR7,0.00,44791.61,20948667.91
2026-08-09,4100,Cobro de cliente,YZA230724YZ0,0.00,69897.64,20878770.27
2026-08-09,5200,Mantenimiento,YZA230724YZ0,65267.27,0.00,20944037.54
2026-08-10,5500,Publicidad,BMX010203AB1,8560.53,0.00,20952598.07
2026-08-10,5200,Mantenimiento,MNO150316MN6,64879.06,0.00,21017477.13
2026-08-10,5100,Servicios profesionales,TUV101112TU8,18765.50,0.00,21036242.63
2026-08-11,4100,Cobro de cliente,BCD250826BC1,0.00,68374.49,20967868.14
2026-08-11,5500,Publicidad,BMX010203AB1,36525.79,0.00,21004393.93
2026-08-11,4100,Cobro de cliente,KLM010203KL5,0.00,70558.34,20933835.59
2026-08-11,5100,Servicios profesionales,ZAB150316ZA0,27880.54,0.00,20961716.13
2026-08-13,5600,Servicios tecnológicos,JKL130214JK5,29618.20,0.00,20991334.33
2026-08-13,4100,Cobro de cliente,NOP040506NO6,0.00,86455.39,20904878.94
2026-08-13,5300,Logística y transporte,VWX210622VW9,52960.04,0.00,20957838.98
2026-08-14,4100,Cobro de cliente,BCD250826BC1,0.00,49357.84,20908481.14
2026-08-14,5300,Logística y transporte,TUV101112TU8,62713.34,0.00,20971194.48
2026-08-14,5500,Publicidad,YZA230724YZ0,56224.25,0.00,21027418.73
2026-08-14,5400,Arrendamiento,ZAB150316ZA0,69566.99,0.00,21096985.72
2026-08-15,5300,Logística y transporte,DEF270928DE2,23606.21,0.00,21120591.93
2026-08-15,5400,Arrendamiento,NOP040506NO6,52259.20,0.00,21172851.13
2026-08-15,5100,Servicios profesionales,QRS070809QR7,15320.01,0.00,21188171.14
2026-08-16,5600,Servicios tecnológicos,GHI101112GH4,30791.25,0.00,21218962.39
2026-08-16,5500,Publicidad,TUV101112TU8,74027.50,0.00,21292989.89
2026-08-17,5300,Logística y transporte,DEF270928DE2,52852.61,0.00,21345842.50
2026-08-17,5600,Servicios tecnológicos,JKL130214JK5,70474.47,0.00,21416316.97
2026-08-17,4100,Cobro de cliente,TUV101112TU8,0.00,82860.88,21333456.09
2026-08-17,5400,Arrendamiento,TUV101112TU8,16630.78,0.00,21350086.87
2026-08-18,5300,Logística y transporte,FGH291030FG3,53337.77,0.00,21403424.64
2026-08-18,5600,Servicios tecnológicos,KLM010203KL5,72937.11,0.00,21476361.75
2026-08-18,5100,Servicios profesionales,NOP040506NO6,47235.40,0.00,21523597.15
2026-08-18,5400,Arrendamiento,VWX210622VW9,12039.79,0.00,21535636.94
2026-08-19,5000,Compra de insumos,BCD250826BC1,61833.21,0.00,21597470.15
2026-08-19,4100,Cobro de cliente,MNO150316MN6,0.00,82427.15,21515043.00
2026-08-20,5400,Arrendamiento,EFG070809EF3,65357.36,0.00,21580400.36
2026-08-20,5300,Logística y transporte,YZA230724YZ0,11443.78,0.00,21591844.14
2026-08-21,5600,Servicios tecnológicos,WXY130214WX9,12935.52,0.00,21604779.66
2026-08-22,5400,Arrendamiento,FGH291030FG3,45178.54,0.00,21649958.20
2026-08-22,5500,Publicidad,KLM010203KL5,10918.49,0.00,21660876.69
2026-08-22,5100,Servicios profesionales,NOP040506NO6,68773.22,0.00,21729649.91
2026-08-23,5400,Arrendamiento,EFG070809EF3,66790.86,0.00,21796440.77
2026-08-23,5000,Compra de insumos,NOP040506NO6,60594.13,0.00,21857034.90
2026-08-23,5100,Servicios profesionales,NOP040506NO6,81662.59,0.00,21938697.49
2026-08-24,5300,Logística y transporte,EFG070809EF3,61477.86,0.00,22000175.35
2026-08-24,5600,Servicios tecnológicos,FGH291030FG3,57702.85,0.00,22057878.20
2026-08-25,4100,Cobro de cliente,HIJ311132HI4,0.00,56736.28,22001141.92
2026-08-26,5200,Mantenimiento,YZA230724YZ0,57747.19,0.00,22058889.11
2026-08-26,4100,Cobro de cliente,ZAB150316ZA0,0.00,79505.55,21979383.56
2026-08-27,4100,Cobro de cliente,FGH291030FG3,0.00,71081.66,21908301.90
2026-08-27,4100,Cobro de cliente,QRS070809QR7,0.00,51992.44,21856309.46
2026-08-28,5300,Logística y transporte,EFG070809EF3,54465.66,0.00,21910775.12
2026-08-28,4100,Cobro de cliente,NOP040506NO6,0.00,58824.04,21851951.08
2026-08-29,5300,Logística y transporte,BCD250826BC1,70240.66,0.00,21922191.74
2026-08-29,4100,Cobro de cliente,CDE040506CD2,0.00,51256.92,21870934.82
2026-08-29,5000,Compra de insumos,NOP040506NO6,48893.15,0.00,21919827.97
2026-08-29,5600,Servicios tecnológicos,QRS070809QR7,12537.22,0.00,21932365.19
2026-08-29,4100,Cobro de cliente,VWX210622VW9,0.00,40231.64,21892133.55
2026-08-29,5000,Compra de insumos,VWX210622VW9,35083.00,0.00,21927216.55
2026-08-29,5600,Servicios tecnológicos,ZAB150316ZA0,78482.62,0.00,22005699.17
2026-08-30,5300,Logística y transporte,QRS070809QR7,52917.02,0.00,22058616.19
